Student_Index,Attorneys and Law Offices,Engineering,Arts and Crafts,Management,Online Advertising,Public Relations,Web Design and Development,Human Resources,Media,Art Dealers and Galleries,State,District,Faculty_Domain,GOT,Employed
U2022_1191,8.0,8.0,8.0,8.0,1.0,5.0,1.0,8.0,16.0,1.0,KEDAH,KULIM,ENGINEERING,No,Yes
U2022_1192,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,NEGERI SEMBILAN,SEREMBAN,MANAGEMENT,Yes,Yes
U2022_1193,6.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,SELANGOR,PETALING,IT,Yes,Yes
U2022_1194,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,SELANGOR,PETALING,IT,Yes,No
U2022_1195,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PULAU PINANG,BARAT DAYA,MANAGEMENT,No,Yes
U2022_1196,1.0,16.0,6.0,1.0,1.0,8.0,1.0,8.0,1.0,6.0,SELANGOR,GOMBAK,FCA,Yes,Yes
U2022_1197,8.0,8.0,6.0,1.0,1.0,5.0,0.0,3.0,3.0,1.0,JOHOR,SEGAMAT,MANAGEMENT,Yes,Yes
U2022_1198,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NEGERI SEMBILAN,SEREMBAN,FCA,No,Yes
U2022_1199,0.0,8.0,6.0,0.0,0.0,0.0,1.0,8.0,1.0,8.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,No
U2022_12,0.0,8.0,0.0,0.0,8.0,5.0,0.0,8.0,1.0,3.0,JOHOR,KELUANG,LAW,Yes,Yes
U2022_120,8.0,8.0,6.0,0.0,1.0,0.0,1.0,8.0,1.0,8.0,SELANGOR,HULU LANGAT,FAC,No,Yes
U2022_1200,0.0,8.0,6.0,1.0,1.0,8.0,8.0,8.0,1.0,6.0,KUALA LUMPUR,KUALA LUMPUR,IT,Yes,Yes
U2022_1201,8.0,8.0,6.0,6.0,3.0,8.0,8.0,8.0,6.0,5.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1202,8.0,8.0,6.0,1.0,6.0,7.0,0.0,8.0,7.0,8.0,SARAWAK,SIBU,FCM,Yes,Yes
U2022_1203,8.0,8.0,6.0,1.0,5.0,6.0,8.0,8.0,3.0,6.0,MELAKA,MELAKA TENGAH,IT,Yes,Yes
U2022_1204,8.0,8.0,6.0,1.0,1.0,8.0,8.0,8.0,8.0,6.0,MELAKA,ALOR GAJAH,IT,Yes,No_data
U2022_1205,8.0,3.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,JOHOR,BATU PAHAT,IT,Yes,Yes
U2022_1206,3.0,8.0,6.0,1.0,7.0,1.0,0.0,3.0,1.0,8.0,SELANGOR,KUALA LANGAT,IT,Yes,Yes
U2022_1207,8.0,8.0,6.0,1.0,8.0,8.0,5.0,8.0,8.0,6.0,SELANGOR,HULU LANGAT,IT,No,Yes
U2022_1208,8.0,8.0,6.0,1.0,3.0,6.0,1.0,8.0,1.0,6.0,PAHANG,KUANTAN,MANAGEMENT,Yes,Yes
U2022_1209,0.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,7.0,0.0,KUALA LUMPUR,KUALA LUMPUR,MANAGEMENT,Yes,Yes
U2022_121,0.0,8.0,6.0,8.0,8.0,8.0,4.0,0.0,0.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,No
U2022_1210,3.0,0.0,6.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,JOHOR,BATU PAHAT,MANAGEMENT,Yes,Yes
U2022_1211,8.0,7.0,0.0,7.0,0.0,8.0,0.0,8.0,7.0,3.0,PERAK,KUALA KANGSAR,MANAGEMENT,Yes,No
U2022_1212,8.0,0.0,6.0,0.0,0.0,3.0,0.0,7.0,1.0,0.0,SELANGOR,HULU LANGAT,MANAGEMENT,Yes,Yes
U2022_1213,3.0,0.0,8.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,NEGERI SEMBILAN,JEMPOL,ENGINEERING,Yes,Yes
U2022_1214,0.0,8.0,0.0,8.0,0.0,8.0,2.0,7.0,6.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1215,0.0,8.0,8.0,1.0,1.0,8.0,0.0,0.0,6.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1216,8.0,8.0,6.0,1.0,1.0,8.0,0.0,3.0,0.0,0.0,JOHOR,KELUANG,MANAGEMENT,Yes,No
U2022_1217,8.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,PULAU PINANG,TIMUR LAUT,LAW,Yes,Yes
U2022_1218,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KELANTAN,KOTA BHARU,MANAGEMENT,Yes,Yes
U2022_1219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PERAK,BATANG PADANG,FCM,No,Yes
U2022_122,0.0,5.0,8.0,1.0,1.0,5.0,4.0,0.0,1.0,7.0,JOHOR,JOHOR BAHARU,IT,Yes,Yes
U2022_1220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,LAW,Yes,Yes
U2022_123,8.0,8.0,6.0,1.0,0.0,0.0,0.0,8.0,1.0,8.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1234,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,JOHOR,SEGAMAT,MANAGEMENT,Yes,No
U2022_1235,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,JOHOR,MUAR,IT,Yes,Yes
U2022_1236,5.0,0.0,0.0,8.0,0.0,8.0,0.0,5.0,0.0,8.0,KUALA LUMPUR,KUALA LUMPUR,MANAGEMENT,No,Yes
U2022_1237,0.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,KUALA LUMPUR,KUALA LUMPUR,IT,Yes,Yes
U2022_1238,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,No,No_data
U2022_1239,8.0,8.0,6.0,3.0,8.0,8.0,8.0,8.0,1.0,6.0,JOHOR,JOHOR BAHARU,FCA,Yes,Yes
U2022_124,8.0,0.0,0.0,1.0,8.0,8.0,3.0,8.0,0.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,No
U2022_1240,8.0,8.0,6.0,0.0,8.0,8.0,8.0,8.0,8.0,4.0,SELANGOR,SEPANG,IT,Yes,Yes
U2022_1241,8.0,8.0,6.0,8.0,0.0,7.0,8.0,7.0,8.0,8.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1242,8.0,8.0,6.0,8.0,0.0,8.0,8.0,8.0,8.0,6.0,SELANGOR,HULU LANGAT,MANAGEMENT,Yes,Yes
U2022_1243,1.0,2.0,1.0,8.0,0.0,0.0,6.0,5.0,0.0,1.0,JOHOR,JOHOR BAHARU,IT,Yes,Yes
U2022_1244,2.0,0.0,0.0,4.0,6.0,1.0,2.0,0.0,2.0,0.0,PERLIS,PERLIS,LAW,No,Yes
U2022_1245,0.0,8.0,6.0,1.0,5.0,8.0,4.0,8.0,0.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1246,8.0,8.0,6.0,8.0,1.0,8.0,6.0,8.0,8.0,6.0,MELAKA,MELAKA TENGAH,LAW,Yes,Yes
U2022_1247,8.0,8.0,6.0,1.0,4.0,5.0,4.0,8.0,0.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,No,No
U2022_1248,8.0,8.0,6.0,0.0,3.0,8.0,4.0,7.0,8.0,6.0,MELAKA,MELAKA TENGAH,IT,No,Yes
U2022_1249,5.0,8.0,6.0,8.0,8.0,8.0,8.0,0.0,6.0,6.0,SELANGOR,PETALING,IT,Yes,Yes
U2022_125,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,8.0,8.0,JOHOR,KULAIJAYA,ENGINEERING,No,Yes
U2022_1250,8.0,3.0,8.0,1.0,1.0,2.0,2.0,0.0,0.0,6.0,SELANGOR,KUALA LANGAT,LAW,No,Yes
U2022_1251,8.0,8.0,6.0,8.0,4.0,8.0,0.0,0.0,1.0,8.0,JOHOR,PONTIAN,MANAGEMENT,Yes,Yes
U2022_1252,1.0,8.0,6.0,8.0,7.0,8.0,8.0,7.0,5.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1253,8.0,8.0,6.0,1.0,1.0,8.0,1.0,7.0,1.0,0.0,KEDAH,KUALA MUDA,FAC,No,Yes
U2022_1254,8.0,8.0,8.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,KELANTAN,KOTA BHARU,IT,Yes,No
U2022_1255,4.0,8.0,8.0,1.0,1.0,4.0,5.0,0.0,1.0,6.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1256,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1257,7.0,8.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,PULAU PINANG,SEBERANG PERAI TENGAH,FCM,Yes,Yes
U2022_1258,1.0,8.0,6.0,6.0,7.0,8.0,4.0,8.0,1.0,0.0,MELAKA,MELAKA TENGAH,IT,Yes,Yes
U2022_1259,0.0,8.0,6.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_126,8.0,8.0,6.0,0.0,1.0,8.0,5.0,8.0,0.0,8.0,SELANGOR,SEPANG,LAW,Yes,Yes
U2022_1260,8.0,8.0,5.0,1.0,8.0,1.0,1.0,8.0,0.0,8.0,JOHOR,KULAIJAYA,MANAGEMENT,Yes,Yes
U2022_1261,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,JOHOR,SEGAMAT,IT,No,Yes
U2022_1262,0.0,8.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,PULAU PINANG,SEBERANG PERAI TENGAH,LAW,Yes,No
U2022_1263,0.0,0.0,0.0,1.0,3.0,3.0,2.0,8.0,1.0,0.0,PERAK,KINTA,LAW,No,Yes
U2022_1264,0.0,8.0,6.0,0.0,3.0,8.0,0.0,0.0,1.0,6.0,SARAWAK,KUCHING,IT,No,Yes
U2022_1265,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,SARAWAK,KUCHING,LAW,Yes,Yes
U2022_1266,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1267,8.0,8.0,0.0,1.0,0.0,8.0,6.0,8.0,0.0,6.0,MELAKA,MELAKA TENGAH,IT,No,No_data
U2022_1268,8.0,0.0,0.0,1.0,6.0,8.0,8.0,8.0,0.0,6.0,SELANGOR,GOMBAK,FAC,Yes,Yes
U2022_1269,8.0,8.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,SELANGOR,HULU LANGAT,IT,No,Yes
U2022_127,8.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,JOHOR,KULAIJAYA,IT,No,Yes
U2022_1270,8.0,8.0,0.0,7.0,8.0,0.0,8.0,8.0,8.0,0.0,SELANGOR,PETALING,MANAGEMENT,Yes,Yes
U2022_1271,8.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,JOHOR,MUAR,MANAGEMENT,Yes,Yes
U2022_1272,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,SELANGOR,PETALING,FCM,Yes,Yes
U2022_1273,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,MELAKA,MELAKA TENGAH,IT,Yes,No
U2022_1274,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,8.0,3.0,SELANGOR,PETALING,MANAGEMENT,Yes,Yes
U2022_1275,8.0,8.0,0.0,1.0,1.0,8.0,0.0,7.0,0.0,0.0,MELAKA,MELAKA TENGAH,IT,Yes,Yes
U2022_1276,0.0,8.0,6.0,0.0,8.0,0.0,8.0,0.0,0.0,6.0,SELANGOR,PETALING,FCM,Yes,No
U2022_1277,3.0,8.0,6.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,SELANGOR,KUALA LANGAT,FAC,Yes,Yes
U2022_1278,8.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,SELANGOR,HULU LANGAT,MANAGEMENT,Yes,Yes
U2022_1279,6.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,JOHOR,BATU PAHAT,IT,No,Yes
U2022_128,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,JOHOR,LEDANG,MANAGEMENT,Yes,Yes
U2022_1280,0.0,8.0,6.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,KULAIJAYA,MANAGEMENT,Yes,No
U2022_1282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,No
U2022_1283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,IT,Yes,No_data
U2022_1284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,No,No_data
U2022_1285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,PETALING,FCM,No,No
U2022_1287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,PETALING,IT,Yes,Yes
U2022_1288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,LAW,Yes,Yes
U2022_1289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEGERI SEMBILAN,SEREMBAN,LAW,No,Yes
U2022_129,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,JOHOR,MUAR,MANAGEMENT,Yes,No_data
U2022_1290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,GOMBAK,IT,Yes,Yes
U2022_1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,ALOR GAJAH,MANAGEMENT,Yes,Yes
U2022_1292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,KULAIJAYA,MANAGEMENT,Yes,Yes
U2022_1293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,JOHOR BAHARU,ENGINEERING,Yes,No
U2022_1294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PERAK,KINTA,IT,Yes,Yes
U2022_1295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KUALA LUMPUR,KUALA LUMPUR,MANAGEMENT,No,Yes
U2022_1296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,No
U2022_1297,8.0,8.0,6.0,8.0,8.0,8.0,0.0,8.0,8.0,6.0,SELANGOR,KLANG,FCA,Yes,Yes
U2022_1298,8.0,8.0,6.0,6.0,8.0,8.0,0.0,8.0,0.0,8.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,No_data
U2022_1299,0.0,8.0,6.0,8.0,8.0,0.0,8.0,8.0,8.0,6.0,SELANGOR,PETALING,MANAGEMENT,Yes,Yes
U2022_13,8.0,8.0,6.0,1.0,1.0,0.0,3.0,8.0,0.0,4.0,JOHOR,MUAR,LAW,Yes,Yes
U2022_130,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,SELANGOR,KLANG,MANAGEMENT,Yes,No
U2022_1300,1.0,8.0,0.0,1.0,1.0,1.0,5.0,7.0,1.0,1.0,MELAKA,MELAKA TENGAH,MANAGEMENT,No,Yes
U2022_1301,8.0,8.0,6.0,0.0,6.0,8.0,0.0,0.0,1.0,6.0,SELANGOR,KLANG,LAW,Yes,Yes
U2022_1302,8.0,6.0,6.0,6.0,0.0,0.0,8.0,6.0,6.0,5.0,SELANGOR,HULU LANGAT,IT,Yes,No_data
U2022_1303,8.0,1.0,1.0,1.0,1.0,8.0,1.0,3.0,1.0,1.0,JOHOR,SEGAMAT,MANAGEMENT,Yes,No
U2022_1304,8.0,8.0,6.0,1.0,8.0,5.0,0.0,6.0,5.0,0.0,JOHOR,SEGAMAT,MANAGEMENT,Yes,Yes
U2022_1305,8.0,0.0,0.0,7.0,0.0,8.0,0.0,3.0,3.0,6.0,PERAK,BATANG PADANG,LAW,Yes,Yes
U2022_1306,8.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,JOHOR,MUAR,MANAGEMENT,Yes,Yes
U2022_1307,8.0,8.0,6.0,0.0,5.0,8.0,6.0,8.0,1.0,3.0,KEDAH,KUALA MUDA,MANAGEMENT,No,Yes
U2022_1308,8.0,0.0,6.0,8.0,5.0,8.0,2.0,0.0,1.0,6.0,JOHOR,JOHOR BAHARU,ENGINEERING,Yes,Yes
U2022_1309,0.0,0.0,6.0,1.0,0.0,6.0,0.0,8.0,1.0,8.0,NEGERI SEMBILAN,SEREMBAN,MANAGEMENT,Yes,Yes
U2022_131,8.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,JOHOR,SEGAMAT,ENGINEERING,Yes,Yes
U2022_1310,0.0,8.0,7.0,8.0,8.0,1.0,8.0,8.0,8.0,6.0,KUALA LUMPUR,KUALA LUMPUR,IT,Yes,No
U2022_1311,0.0,8.0,6.0,8.0,8.0,0.0,6.0,8.0,8.0,4.0,JOHOR,MUAR,LAW,Yes,Yes
U2022_1312,8.0,8.0,6.0,8.0,5.0,8.0,6.0,8.0,4.0,5.0,JOHOR,BATU PAHAT,IT,Yes,Yes
U2022_1313,0.0,8.0,0.0,1.0,1.0,8.0,0.0,8.0,8.0,6.0,PERAK,LARUT AND MATANG,LAW,Yes,Yes
U2022_1314,5.0,8.0,6.0,1.0,1.0,8.0,0.0,4.0,5.0,6.0,NEGERI SEMBILAN,TAMPIN,MANAGEMENT,Yes,Yes
U2022_1315,0.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,0.0,6.0,JOHOR,PONTIAN,IT,Yes,No
U2022_1316,8.0,8.0,6.0,1.0,7.0,8.0,2.0,6.0,3.0,5.0,KELANTAN,KOTA BHARU,LAW,No,Yes
U2022_1317,8.0,8.0,6.0,8.0,8.0,4.0,8.0,7.0,6.0,6.0,PERAK,KINTA,FCM,Yes,No_data
U2022_1318,8.0,8.0,8.0,0.0,6.0,4.0,4.0,0.0,1.0,2.0,SABAH,PAPAR,IT,Yes,Yes
U2022_1319,8.0,8.0,6.0,8.0,8.0,6.0,8.0,8.0,6.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_132,6.0,8.0,8.0,1.0,1.0,4.0,1.0,3.0,1.0,0.0,JOHOR,JOHOR BAHARU,IT,No,Yes
U2022_1320,0.0,0.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,PUTRAJAYA,PUTRAJAYA,MANAGEMENT,Yes,No
U2022_1321,8.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,KUALA LUMPUR,KUALA LUMPUR,MANAGEMENT,Yes,Yes
U2022_1322,2.0,0.0,3.0,1.0,1.0,5.0,1.0,3.0,1.0,6.0,JOHOR,LEDANG,MANAGEMENT,Yes,Yes
U2022_1323,8.0,8.0,6.0,1.0,6.0,8.0,0.0,6.0,5.0,0.0,SELANGOR,KUALA LANGAT,MANAGEMENT,Yes,Yes
U2022_1324,3.0,8.0,6.0,0.0,8.0,3.0,1.0,8.0,8.0,0.0,SARAWAK,BINTULU,MANAGEMENT,Yes,Yes
U2022_1325,0.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,SELANGOR,KUALA LANGAT,IT,Yes,Yes
U2022_1326,8.0,0.0,6.0,1.0,0.0,8.0,8.0,8.0,0.0,0.0,SELANGOR,PETALING,FCM,Yes,Yes
U2022_1327,8.0,0.0,6.0,0.0,0.0,0.0,7.0,8.0,8.0,0.0,SELANGOR,SEPANG,MANAGEMENT,Yes,Yes
U2022_1328,8.0,8.0,6.0,8.0,3.0,8.0,1.0,8.0,0.0,0.0,JOHOR,KULAIJAYA,IT,Yes,Yes
U2022_1329,4.0,0.0,6.0,3.0,0.0,8.0,0.0,7.0,5.0,8.0,MELAKA,JASIN,MANAGEMENT,Yes,Yes
U2022_133,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,PAHANG,RAUB,MANAGEMENT,Yes,Yes
U2022_1330,0.0,4.0,0.0,1.0,1.0,7.0,0.0,6.0,1.0,0.0,PERLIS,PERLIS,LAW,Yes,Yes
U2022_1331,8.0,8.0,7.0,1.0,1.0,8.0,6.0,0.0,0.0,0.0,MELAKA,ALOR GAJAH,MANAGEMENT,Yes,Yes
U2022_1332,0.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,1.0,6.0,SELANGOR,SEPANG,MANAGEMENT,Yes,Yes
U2022_1333,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,No
U2022_1334,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,JOHOR BAHARU,ENGINEERING,Yes,Yes
U2022_1335,2.0,6.0,8.0,1.0,1.0,0.0,0.0,3.0,0.0,8.0,JOHOR,JOHOR BAHARU,LAW,Yes,Yes
U2022_1336,0.0,0.0,6.0,0.0,1.0,8.0,0.0,0.0,0.0,8.0,JOHOR,PONTIAN,MANAGEMENT,Yes,No
U2022_1337,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,4.0,JOHOR,JOHOR BAHARU,ENGINEERING,No,Yes
U2022_1338,0.0,0.0,0.0,0.0,0.0,8.0,4.0,8.0,0.0,5.0,JOHOR,MUAR,LAW,Yes,Yes
U2022_1339,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,JOHOR,JOHOR BAHARU,MANAGEMENT,No,No
U2022_134,8.0,8.0,0.0,8.0,1.0,0.0,0.0,8.0,3.0,0.0,SELANGOR,GOMBAK,IT,Yes,No_data
U2022_1340,0.0,8.0,0.0,8.0,0.0,3.0,0.0,8.0,4.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1341,8.0,0.0,6.0,0.0,1.0,7.0,0.0,0.0,0.0,7.0,JOHOR,SEGAMAT,MANAGEMENT,Yes,Yes
U2022_1342,3.0,0.0,6.0,1.0,4.0,5.0,0.0,8.0,0.0,0.0,NEGERI SEMBILAN,TAMPIN,ENGINEERING,No,Yes
U2022_1343,8.0,8.0,6.0,0.0,1.0,0.0,1.0,8.0,1.0,0.0,TRENGGANU,KEMAMAN,FAC,Yes,Yes
U2022_1344,6.0,8.0,6.0,1.0,6.0,8.0,0.0,0.0,1.0,0.0,SELANGOR,SEPANG,MANAGEMENT,Yes,Yes
U2022_1345,0.0,0.0,4.0,0.0,0.0,3.0,5.0,2.0,0.0,6.0,JOHOR,JOHOR BAHARU,IT,Yes,Yes
U2022_1346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,HULU LANGAT,IT,Yes,Yes
U2022_1347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,PETALING,IT,Yes,Yes
U2022_135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,SELANGOR,PETALING,MANAGEMENT,Yes,Yes
U2022_1357,5.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,NEGERI SEMBILAN,JEMPOL,IT,Yes,Yes
U2022_1358,8.0,8.0,6.0,0.0,8.0,0.0,8.0,8.0,3.0,6.0,JOHOR,JOHOR BAHARU,FCA,No,Yes
U2022_1359,3.0,8.0,6.0,6.0,1.0,8.0,5.0,8.0,1.0,8.0,JOHOR,BATU PAHAT,MANAGEMENT,Yes,No
U2022_136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,HULU LANGAT,MANAGEMENT,Yes,Yes
U2022_1360,8.0,0.0,6.0,0.0,7.0,3.0,8.0,8.0,1.0,6.0,SELANGOR,PETALING,ENGINEERING,Yes,Yes
U2022_1361,8.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,JOHOR,KELUANG,MANAGEMENT,Yes,Yes
U2022_1362,1.0,1.0,1.0,1.0,7.0,1.0,3.0,1.0,6.0,3.0,KELANTAN,TANAH MERAH,MANAGEMENT,Yes,Yes
U2022_1363,8.0,8.0,6.0,8.0,0.0,8.0,8.0,0.0,8.0,6.0,KUALA LUMPUR,KUALA LUMPUR,LAW,Yes,Yes
U2022_1364,8.0,8.0,8.0,7.0,3.0,4.0,0.0,6.0,8.0,7.0,JOHOR,MUAR,MANAGEMENT,Yes,Yes
U2022_1365,8.0,8.0,6.0,1.0,3.0,8.0,8.0,8.0,1.0,8.0,SELANGOR,KLANG,IT,No,No
U2022_1366,1.0,8.0,6.0,4.0,0.0,8.0,0.0,8.0,0.0,0.0,SELANGOR,KLANG,ENGINEERING,Yes,Yes
U2022_1367,8.0,0.0,7.0,4.0,5.0,1.0,2.0,0.0,5.0,0.0,JOHOR,MUAR,MANAGEMENT,No,Yes
U2022_1368,6.0,8.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,4.0,SELANGOR,HULU LANGAT,FCM,No,Yes
U2022_1369,8.0,8.0,6.0,2.0,7.0,8.0,8.0,8.0,3.0,6.0,MELAKA,MELAKA TENGAH,IT,Yes,Yes
U2022_137,0.0,8.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,JOHOR,JOHOR BAHARU,IT,Yes,No
U2022_1370,0.0,8.0,6.0,7.0,3.0,8.0,0.0,6.0,7.0,6.0,JOHOR,SEGAMAT,MANAGEMENT,Yes,Yes
U2022_1371,8.0,0.0,6.0,2.0,8.0,8.0,3.0,8.0,0.0,8.0,PERAK,KINTA,MANAGEMENT,No,Yes
U2022_1372,8.0,8.0,6.0,4.0,4.0,8.0,1.0,6.0,1.0,6.0,PERAK,LARUT AND MATANG,LAW,Yes,Yes
U2022_1373,0.0,8.0,0.0,1.0,8.0,8.0,8.0,8.0,1.0,6.0,SELANGOR,HULU LANGAT,IT,No,Yes
U2022_1374,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,SELANGOR,HULU LANGAT,FAC,Yes,Yes
U2022_1375,6.0,8.0,6.0,1.0,1.0,8.0,0.0,3.0,1.0,0.0,PAHANG,BERA,LAW,Yes,No_data
